shift,MAE,RMSE,R2,mean_error,overestimation_share,max_overestimation,near_failure_MAE,warning_zone_MAE,candidate_hash
15.0,16.235893425389555,19.899857238083534,0.7706808214725039,-5.983541451179858,0.26,62.63572603152571,11.00381509065182,12.289851689401823,c03e1c93bc54d09ce492393e64c3cdd2
15.5,16.425893425389553,20.028301464360013,0.7677109727640781,-6.433541451179858,0.26,62.13572603152571,11.303815090651819,12.672204630578292,c03e1c93bc54d09ce492393e64c3cdd2
16.0,16.615893425389554,20.16708707271492,0.7644805369215687,-6.883541451179858,0.26,61.63572603152571,11.60381509065182,13.054557571754764,c03e1c93bc54d09ce492393e64c3cdd2
16.5,16.805614690095094,20.31579613555607,0.7609943607661661,-7.3332627158853985,0.26,61.13572603152571,11.902700149473974,13.436910512931235,c03e1c93bc54d09ce492393e64c3cdd2
17.0,16.995016592790307,20.47088994981313,0.7573312221505548,-7.778262715885399,0.25,60.63572603152571,12.182700149473973,13.819263454107706,c03e1c93bc54d09ce492393e64c3cdd2
17.5,17.18761167247339,20.633957010718984,0.7534497208589467,-8.220857795568485,0.25,60.13572603152571,12.453080468206315,14.201616395284177,c03e1c93bc54d09ce492393e64c3cdd2
18.0,17.37761167247339,20.804591794019114,0.7493551107068145,-8.660857795568484,0.25,59.63572603152571,12.713080468206314,14.583969336460646,c03e1c93bc54d09ce492393e64c3cdd2
18.5,17.567611672473394,20.984325043025233,0.7450057042458005,-9.100857795568484,0.25,59.13572603152571,12.973080468206314,14.966322277637117,c03e1c93bc54d09ce492393e64c3cdd2
19.0,17.76424005399662,21.17292505316411,0.740401501475905,-9.540857795568483,0.24,58.63572603152571,13.233080468206316,15.34867521881359,c03e1c93bc54d09ce492393e64c3cdd2
19.5,17.96424005399662,21.370157067800715,0.7355425023971278,-9.980857795568484,0.24,58.13572603152571,13.493080468206315,15.73102815999006,c03e1c93bc54d09ce492393e64c3cdd2
20.0,18.166872287816837,21.575784363448793,0.7304287070094687,-10.420857795568484,0.23,57.63572603152571,13.753080468206315,16.11338110116653,c03e1c93bc54d09ce492393e64c3cdd2
0.0,15.527303681828409,21.62054520583604,0.7293090485827072,4.473192146082891,0.62,68.48780536670091,3.5067160591104467,11.86653117328784,2898e0487ceb31f75d24456842d49660
